ano,id_proposicao,id_votacao,partido,voto,casa
2019,16526,168392211,PP,2,camara
2019,16526,168392211,MDB,2,camara
2019,16526,168392211,PTB,2,camara
2019,16526,168392211,PT,2,camara
2019,16526,168392211,PSL,2,camara
2019,16526,168392211,PL,2,camara
2019,16526,168392211,PSD,-1,camara
2019,16526,168392211,PSB,2,camara
2019,16526,168392211,PRB,2,camara
2019,16526,168392211,PSDB,2,camara
2019,16526,168392211,DEM,-1,camara
2019,16526,168392211,PDT,2,camara
2019,16526,168392211,SOLIDARIEDADE,-1,camara
2019,16526,168392211,PODEMOS,2,camara
2019,16526,168392211,PSOL,2,camara
2019,16526,168392211,PROS,2,camara
2019,16526,168392211,PCdoB,2,camara
2019,16526,168392211,PSC,-1,camara
2019,16526,168392211,CIDADANIA,-1,camara
2019,16526,168392211,NOVO,-1,camara
2019,16526,168392211,AVANTE,-1,camara
2019,16526,168392211,PATRIOTA,-1,camara
2019,16526,168392211,PV,-1,camara
2019,16526,168392211,PMN,-1,camara
2019,16526,168392211,REDE,2,camara
2019,16526,168392211,MAIORIA,-1,camara
2019,16526,168392211,MINORIA,2,camara
2019,16526,168392211,OPOSIÇÃO,2,camara
2019,16526,168392211,GOVERNO,-1,camara
2019,16526,168391926,PP,2,camara
2019,16526,168391926,MDB,2,camara
2019,16526,168391926,PTB,2,camara
2019,16526,168391926,PT,2,camara
2019,16526,168391926,PSL,-1,camara
2019,16526,168391926,PL,2,camara
2019,16526,168391926,PSD,-1,camara
2019,16526,168391926,PSB,2,camara
2019,16526,168391926,PRB,-1,camara
2019,16526,168391926,PSDB,-1,camara
2019,16526,168391926,DEM,-1,camara
2019,16526,168391926,PDT,2,camara
2019,16526,168391926,SOLIDARIEDADE,-1,camara
2019,16526,168391926,PSOL,2,camara
2019,16526,168391926,PROS,-1,camara
2019,16526,168391926,PCdoB,2,camara
2019,16526,168391926,PSC,-1,camara
2019,16526,168391926,CIDADANIA,-1,camara
2019,16526,168391926,NOVO,-1,camara
2019,16526,168391926,AVANTE,-1,camara
2019,16526,168391926,PATRIOTA,-1,camara
2019,16526,168391926,PV,-1,camara
2019,16526,168391926,REDE,2,camara
2019,16526,168391926,MINORIA,2,camara
2019,16526,168391926,GOVERNO,-1,camara
2019,16526,169231719,PP,1,camara
2019,16526,169231719,MDB,1,camara
2019,16526,169231719,PTB,1,camara
2019,16526,169231719,PT,1,camara
2019,16526,169231719,PSL,-1,camara
2019,16526,169231719,PL,1,camara
2019,16526,169231719,PSD,1,camara
2019,16526,169231719,PSB,1,camara
2019,16526,169231719,PSDB,1,camara
2019,16526,169231719,REPUBLICAN,1,camara
2019,16526,169231719,DEM,1,camara
2019,16526,169231719,PDT,1,camara
2019,16526,169231719,SOLIDARIEDADE,1,camara
2019,16526,169231719,PSOL,1,camara
2019,16526,169231719,PROS,1,camara
2019,16526,169231719,PSC,-1,camara
2019,16526,169231719,CIDADANIA,1,camara
2019,16526,169231719,PCdoB,1,camara
2019,16526,169231719,NOVO,-1,camara
2019,16526,169231719,PV,1,camara
2019,16526,169231719,MAIORIA,1,camara
2019,16526,169231719,MINORIA,1,camara
2019,16526,169231719,GOVERNO,-1,camara
2019,16526,169231943,PP,-1,camara
2019,16526,169231943,MDB,-1,camara
2019,16526,169231943,PTB,-1,camara
2019,16526,169231943,PT,1,camara
2019,16526,169231943,PSL,-1,camara
2019,16526,169231943,PL,-1,camara
2019,16526,169231943,PSD,-1,camara
2019,16526,169231943,PSB,1,camara
2019,16526,169231943,PSDB,-1,camara
2019,16526,169231943,REPUBLICAN,-1,camara
2019,16526,169231943,DEM,-1,camara
2019,16526,169231943,PDT,1,camara
2019,16526,169231943,SOLIDARIEDADE,-1,camara
2019,16526,169231943,PODEMOS,5,camara
2019,16526,169231943,PSOL,1,camara
2019,16526,169231943,PSC,1,camara
2019,16526,169231943,CIDADANIA,1,camara
2019,16526,169231943,PCdoB,1,camara
2019,16526,169231943,NOVO,1,camara
2019,16526,169231943,PV,-1,camara
2019,16526,169231943,MAIORIA,-1,camara
2019,16526,169231943,MINORIA,1,camara
2019,16526,169231943,OPOSIÇÃO,1,camara
2019,16526,169231943,GOVERNO,-1,camara
2019,16526,169242027,PP,1,camara
2019,16526,169242027,MDB,1,camara
2019,16526,169242027,PTB,1,camara
2019,16526,169242027,PT,-1,camara
2019,16526,169242027,PSL,-1,camara
2019,16526,169242027,PL,1,camara
2019,16526,169242027,PSD,1,camara
2019,16526,169242027,PSB,-1,camara
2019,16526,169242027,PSDB,1,camara
2019,16526,169242027,REPUBLICAN,-1,camara
2019,16526,169242027,DEM,1,camara
2019,16526,169242027,PDT,-1,camara
2019,16526,169242027,SOLIDARIEDADE,-1,camara
2019,16526,169242027,PSOL,-1,camara
2019,16526,169242027,PSC,-1,camara
2019,16526,169242027,CIDADANIA,-1,camara
2019,16526,169242027,PCdoB,-1,camara
2019,16526,169242027,NOVO,-1,camara
2019,16526,169242027,PV,-1,camara
2019,16526,169242055,PP,-1,camara
2019,16526,169242055,MDB,-1,camara
2019,16526,169242055,PTB,-1,camara
2019,16526,169242055,PT,1,camara
2019,16526,169242055,PSL,1,camara
2019,16526,169242055,PL,-1,camara
2019,16526,169242055,PSD,-1,camara
2019,16526,169242055,PSB,1,camara
2019,16526,169242055,PSDB,1,camara
2019,16526,169242055,REPUBLICAN,1,camara
2019,16526,169242055,DEM,-1,camara
2019,16526,169242055,PDT,1,camara
2019,16526,169242055,SOLIDARIEDADE,-1,camara
2019,16526,169242055,PSOL,1,camara
2019,16526,169242055,PROS,-1,camara
2019,16526,169242055,PSC,-1,camara
2019,16526,169242055,CIDADANIA,1,camara
2019,16526,169242055,PCdoB,1,camara
2019,16526,169242055,NOVO,1,camara
2019,16526,169242055,PV,1,camara
2019,16526,169242055,MAIORIA,-1,camara
2019,16526,169242055,MINORIA,1,camara
2019,16526,169242055,OPOSIÇÃO,1,camara
2019,16526,169242055,GOVERNO,1,camara
2019,16526,169281834,PP,1,camara
2019,16526,169281834,MDB,1,camara
2019,16526,169281834,PTB,1,camara
2019,16526,169281834,PT,-1,camara
2019,16526,169281834,PSL,1,camara
2019,16526,169281834,PL,1,camara
2019,16526,169281834,PSD,1,camara
2019,16526,169281834,PSB,-1,camara
2019,16526,169281834,PSDB,1,camara
2019,16526,169281834,REPUBLICAN,1,camara
2019,16526,169281834,DEM,1,camara
2019,16526,169281834,PDT,-1,camara
2019,16526,169281834,SOLIDARIEDADE,1,camara
2019,16526,169281834,PSOL,-1,camara
2019,16526,169281834,PROS,1,camara
2019,16526,169281834,PSC,1,camara
2019,16526,169281834,CIDADANIA,1,camara
2019,16526,169281834,PCdoB,-1,camara
2019,16526,169281834,NOVO,1,camara
2019,16526,169281834,REDE,-1,camara
2019,16526,169281834,MAIORIA,1,camara
2019,16526,169281834,OPOSIÇÃO,-1,camara
2019,16526,169281834,GOVERNO,1,camara
2019,28692,167471911,PSL,1,camara
2019,28692,167471911,PP,1,camara
2019,28692,167471911,PSD,1,camara
2019,28692,167471911,PDT,5,camara
2019,28692,167471911,SD,5,camara
2019,28692,167471911,PODEMOS,5,camara
2019,28692,167471911,PT,-1,camara
2019,28692,167471911,PSB,-1,camara
2019,28692,167471911,PSOL,-1,camara
2019,28692,167471911,CIDADANIA,1,camara
2019,28692,167471911,NOVO,1,camara
2019,28692,167471911,PATRIOTA,1,camara
2019,28692,167471911,MINORIA,-1,camara
2019,28692,167471911,GOVERNO,1,camara
2019,28692,167471744,PSL,5,camara
2019,28692,167471744,PP,5,camara
2019,28692,167471744,PSD,5,camara
2019,28692,167471744,PDT,-1,camara
2019,28692,167471744,SD,-1,camara
2019,28692,167471744,PODEMOS,-1,camara
2019,28692,167471744,PT,-1,camara
2019,28692,167471744,PSB,-1,camara
2019,28692,167471744,PSOL,-1,camara
2019,28692,167471744,CIDADANIA,1,camara
2019,28692,167471744,NOVO,1,camara
2019,28692,167471744,MINORIA,-1,camara
2019,28692,167471744,OPOSIÇÃO,-1,camara
2019,28692,167471744,GOVERNO,5,camara
2019,358126,170132052,PP,-1,camara
2019,358126,170132052,MDB,-1,camara
2019,358126,170132052,PTB,-1,camara
2019,358126,170132052,PT,2,camara
2019,358126,170132052,PSL,-1,camara
2019,358126,170132052,PL,-1,camara
2019,358126,170132052,PSD,-1,camara
2019,358126,170132052,PSDB,-1,camara
2019,358126,170132052,PSB,2,camara
2019,358126,170132052,REPUBLICAN,-1,camara
2019,358126,170132052,PDT,2,camara
2019,358126,170132052,DEM,-1,camara
2019,358126,170132052,SOLIDARIEDADE,-1,camara
2019,358126,170132052,PSOL,2,camara
2019,358126,170132052,PROS,-1,camara
2019,358126,170132052,PSC,-1,camara
2019,358126,170132052,CIDADANIA,-1,camara
2019,358126,170132052,PCdoB,2,camara
2019,358126,170132052,NOVO,-1,camara
2019,358126,170132052,AVANTE,-1,camara
2019,358126,170132052,MAIORIA,-1,camara
2019,358126,170132052,GOVERNO,-1,camara
2019,358126,170142142,PP,-1,camara
2019,358126,170142142,MDB,-1,camara
2019,358126,170142142,PTB,-1,camara
2019,358126,170142142,PSL,-1,camara
2019,358126,170142142,PL,-1,camara
2019,358126,170142142,PSD,-1,camara
2019,358126,170142142,PSDB,-1,camara
2019,358126,170142142,PSB,-1,camara
2019,358126,170142142,PDT,2,camara
2019,358126,170142142,DEM,-1,camara
2019,358126,170142142,SOLIDARIEDADE,-1,camara
2019,358126,170142142,PSOL,2,camara
2019,358126,170142142,CIDADANIA,-1,camara
2019,358126,170142142,PCdoB,-1,camara
2019,358126,170142142,MAIORIA,-1,camara
2019,516111,168281245,PP,1,camara
2019,516111,168281245,MDB,1,camara
2019,516111,168281245,PTB,1,camara
2019,516111,168281245,PT,1,camara
2019,516111,168281245,PSL,1,camara
2019,516111,168281245,PL,1,camara
2019,516111,168281245,PSD,1,camara
2019,516111,168281245,PSB,1,camara
2019,516111,168281245,PRB,1,camara
2019,516111,168281245,PSDB,1,camara
2019,516111,168281245,DEM,1,camara
2019,516111,168281245,PDT,1,camara
2019,516111,168281245,SOLIDARIEDADE,1,camara
2019,516111,168281245,PODEMOS,1,camara
2019,516111,168281245,PSOL,1,camara
2019,516111,168281245,PROS,1,camara
2019,516111,168281245,PCdoB,1,camara
2019,516111,168281245,PSC,1,camara
2019,516111,168281245,CIDADANIA,1,camara
2019,516111,168281245,NOVO,1,camara
2019,516111,168281245,AVANTE,1,camara
2019,516111,168281245,PATRIOTA,1,camara
2019,516111,168281245,PV,1,camara
2019,516111,168281245,PMN,1,camara
2019,516111,168281245,PHS,1,camara
2019,516111,168281245,REDE,1,camara
2019,516111,168281245,MAIORIA,1,camara
2019,516111,168281245,MINORIA,1,camara
2019,516111,168281245,OPOSIÇÃO,1,camara
2019,516111,168281245,GOVERNO,1,camara
2019,516111,168281334,PP,1,camara
2019,516111,168281334,MDB,1,camara
2019,516111,168281334,PTB,1,camara
2019,516111,168281334,PT,1,camara
2019,516111,168281334,PSL,1,camara
2019,516111,168281334,PL,1,camara
2019,516111,168281334,PSD,1,camara
2019,516111,168281334,PSB,1,camara
2019,516111,168281334,PRB,1,camara
2019,516111,168281334,PSDB,1,camara
2019,516111,168281334,DEM,1,camara
2019,516111,168281334,PDT,1,camara
2019,516111,168281334,SOLIDARIEDADE,1,camara
2019,516111,168281334,PODEMOS,1,camara
2019,516111,168281334,PSOL,1,camara
2019,516111,168281334,PROS,1,camara
2019,516111,168281334,PCdoB,1,camara
2019,516111,168281334,PSC,1,camara
2019,516111,168281334,CIDADANIA,1,camara
2019,516111,168281334,NOVO,1,camara
2019,516111,168281334,AVANTE,1,camara
2019,516111,168281334,PATRIOTA,1,camara
2019,516111,168281334,PV,1,camara
2019,516111,168281334,PMN,1,camara
2019,516111,168281334,PHS,1,camara
2019,516111,168281334,REDE,1,camara
2019,516111,168281334,MAIORIA,1,camara
2019,516111,168281334,MINORIA,1,camara
2019,516111,168281334,OPOSIÇÃO,1,camara
2019,516111,168281334,GOVERNO,1,camara
2019,516111,168281322,PP,1,camara
2019,516111,168281322,MDB,1,camara
2019,516111,168281322,PTB,1,camara
2019,516111,168281322,PT,1,camara
2019,516111,168281322,PSL,1,camara
2019,516111,168281322,PL,1,camara
2019,516111,168281322,PSD,1,camara
2019,516111,168281322,PSB,1,camara
2019,516111,168281322,PRB,1,camara
2019,516111,168281322,PSDB,1,camara
2019,516111,168281322,DEM,1,camara
2019,516111,168281322,PDT,1,camara
2019,516111,168281322,SOLIDARIEDADE,1,camara
2019,516111,168281322,PODEMOS,1,camara
2019,516111,168281322,PSOL,1,camara
2019,516111,168281322,PROS,1,camara
2019,516111,168281322,PCdoB,1,camara
2019,516111,168281322,PSC,1,camara
2019,516111,168281322,CIDADANIA,1,camara
2019,516111,168281322,NOVO,1,camara
2019,516111,168281322,AVANTE,1,camara
2019,516111,168281322,PATRIOTA,1,camara
2019,516111,168281322,PV,1,camara
2019,516111,168281322,PMN,1,camara
2019,516111,168281322,PHS,1,camara
2019,516111,168281322,REDE,1,camara
2019,516111,168281322,MAIORIA,1,camara
2019,516111,168281322,MINORIA,1,camara
2019,516111,168281322,OPOSIÇÃO,1,camara
2019,516111,168281322,GOVERNO,1,camara
2019,946494,167612120,PSL,1,camara
2019,946494,167612120,PP,1,camara
2019,946494,167612120,PSD,1,camara
2019,946494,167612120,PDT,1,camara
2019,946494,167612120,PODEMOS,1,camara
2019,946494,167612120,PROS,1,camara
2019,946494,167612120,PT,1,camara
2019,946494,167612120,PSB,1,camara
2019,946494,167612120,PRB,1,camara
2019,946494,167612120,PSDB,1,camara
2019,946494,167612120,SOLIDARIEDADE,1,camara
2019,946494,167612120,PSOL,1,camara
2019,946494,167612120,PCdoB,1,camara
2019,946494,167612120,CIDADANIA,1,camara
2019,946494,167612120,NOVO,5,camara
2019,946494,167612120,PATRIOTA,1,camara
2019,946494,167612120,PHS,1,camara
2019,946494,167612120,PRP,1,camara
2019,946494,167612120,REDE,1,camara
2019,946494,167612120,PPL,1,camara
2019,946494,167612120,MAIORIA,1,camara
2019,946494,167612120,MINORIA,1,camara
2019,946494,167612120,OPOSIÇÃO,1,camara
2019,946494,167612120,GOVERNO,1,camara
2019,946494,167612104,PSL,-1,camara
2019,946494,167612104,PP,-1,camara
2019,946494,167612104,PSD,-1,camara
2019,946494,167612104,PDT,-1,camara
2019,946494,167612104,PODEMOS,-1,camara
2019,946494,167612104,PROS,-1,camara
2019,946494,167612104,PT,-1,camara
2019,946494,167612104,PSB,-1,camara
2019,946494,167612104,PRB,-1,camara
2019,946494,167612104,PSDB,-1,camara
2019,946494,167612104,SOLIDARIEDADE,-1,camara
2019,946494,167612104,PSOL,-1,camara
2019,946494,167612104,PCdoB,-1,camara
2019,946494,167612104,CIDADANIA,-1,camara
2019,946494,167612104,NOVO,5,camara
2019,946494,167612104,PATRIOTA,-1,camara
2019,946494,167612104,PHS,-1,camara
2019,946494,167612104,PRP,-1,camara
2019,946494,167612104,REDE,-1,camara
2019,946494,167612104,PPL,-1,camara
2019,946494,167612104,MAIORIA,-1,camara
2019,946494,167612104,MINORIA,-1,camara
2019,946494,167612104,OPOSIÇÃO,-1,camara
2019,946494,167612104,GOVERNO,-1,camara
2019,946494,167612109,PSL,-1,camara
2019,946494,167612109,PP,-1,camara
2019,946494,167612109,PSD,-1,camara
2019,946494,167612109,PDT,-1,camara
2019,946494,167612109,PODEMOS,-1,camara
2019,946494,167612109,PROS,-1,camara
2019,946494,167612109,PT,-1,camara
2019,946494,167612109,PSB,-1,camara
2019,946494,167612109,PRB,-1,camara
2019,946494,167612109,PSDB,-1,camara
2019,946494,167612109,SOLIDARIEDADE,-1,camara
2019,946494,167612109,PSOL,-1,camara
2019,946494,167612109,PCdoB,-1,camara
2019,946494,167612109,CIDADANIA,-1,camara
2019,946494,167612109,NOVO,5,camara
2019,946494,167612109,PATRIOTA,-1,camara
2019,946494,167612109,PHS,-1,camara
2019,946494,167612109,PRP,-1,camara
2019,946494,167612109,REDE,-1,camara
2019,946494,167612109,PPL,-1,camara
2019,946494,167612109,MAIORIA,-1,camara
2019,946494,167612109,MINORIA,-1,camara
2019,946494,167612109,OPOSIÇÃO,-1,camara
2019,946494,167612109,GOVERNO,-1,camara
2019,946494,167612052,PSL,1,camara
2019,946494,167612052,PP,1,camara
2019,946494,167612052,PSD,1,camara
2019,946494,167612052,PDT,1,camara
2019,946494,167612052,PODEMOS,1,camara
2019,946494,167612052,PROS,1,camara
2019,946494,167612052,PT,1,camara
2019,946494,167612052,PSB,1,camara
2019,946494,167612052,PRB,1,camara
2019,946494,167612052,PSDB,1,camara
2019,946494,167612052,SOLIDARIEDADE,1,camara
2019,946494,167612052,PSOL,1,camara
2019,946494,167612052,PCdoB,1,camara
2019,946494,167612052,CIDADANIA,1,camara
2019,946494,167612052,NOVO,5,camara
2019,946494,167612052,PATRIOTA,1,camara
2019,946494,167612052,PHS,1,camara
2019,946494,167612052,PRP,1,camara
2019,946494,167612052,REDE,1,camara
2019,946494,167612052,PPL,1,camara
2019,946494,167612052,MAIORIA,1,camara
2019,946494,167612052,MINORIA,1,camara
2019,946494,167612052,OPOSIÇÃO,1,camara
2019,946494,167612052,GOVERNO,1,camara
2019,946494,167612117,PSL,1,camara
2019,946494,167612117,PP,1,camara
2019,946494,167612117,PSD,1,camara
2019,946494,167612117,PDT,1,camara
2019,946494,167612117,PODEMOS,1,camara
